起始城市,起始城市缩写,到达城市,到达城市缩写,公司,航班号,起飞机场,到达机场,起飞时间,起飞时间戳,到达时间,到达时间戳,机型,起飞日期,到达日期,价格,最大折扣,满载,当前人数
上海,SHA,武汉,WUH,中国南方航空(集团)公司,CZ6246,浦东国际机场,天河机场,17:40,201711301740,19:00,201711301900,738,2017/11/30,2017/11/30,1785,0.2,300,293
上海,SHA,武汉,WUH,中国南方航空(集团)公司,CZ370,浦东国际机场,天河机场,20:55,201712182055,22:25,201712182225,738,2017/12/18,2017/12/18,1362,0.1,110,105
上海,SHA,西安,SIA,中国南方航空(集团)公司,CZ6437,浦东国际机场,咸阳机场,8:00,201711120800,10:10,201711121010,738,2017/11/12,2017/11/12,2175,0.24,140,134
上海,SHA,西安,SIA,中国国际航空公司,CA3135,浦东国际机场,咸阳机场,9:00,201711080900,11:40,201711081140,738,2017/11/08,2017/11/08,2211,0.17,170,161
上海,SHA,西安,SIA,中国国际航空公司,CA3137,浦东国际机场,咸阳机场,10:00,201712231000,12:35,201712231235,JET,2017/12/23,2017/12/23,2852,0.2,180,176
上海,SHA,西安,SIA,中国国际航空公司,CA1216,浦东国际机场,咸阳机场,13:00,201712221300,15:30,201712221530,738,2017/12/22,2017/12/22,3164,0.2,190,183
上海,SHA,西安,SIA,中国南方航空(集团)公司,CZ5032,浦东国际机场,咸阳机场,15:00,201712071500,17:40,201712071740,JET,2017/12/07,2017/12/07,3485,0.1,170,161
上海,SHA,烟台,YNT,上海航空公司,FM5545,虹桥国际机场,莱山机场,9:25,201712160925,11:00,201712161100,M90,2017/12/16,2017/12/16,2399,0,150,146
上海,SHA,烟台,YNT,中国国际航空公司,CA4866,虹桥国际机场,莱山机场,10:15,201711141015,11:45,201711141145,733,2017/11/14,2017/11/14,2970,0.5,290,286
上海,SHA,烟台,YNT,上海航空公司,FM5547,虹桥国际机场,莱山机场,17:40,201711281740,19:20,201711281920,737,2017/11/28,2017/11/28,2037,0.2,190,185
上海,SHA,烟台,YNT,中国国际航空公司,CA4862,虹桥国际机场,莱山机场,20:00,201711112000,21:25,201711112125,738,2017/11/11,2017/11/11,1860,0.4,130,123
上海,SHA,烟台,YNT,中国南方航空(集团)公司,CZ6552,虹桥国际机场,莱山机场,20:30,201712142030,22:05,201712142205,319,2017/12/14,2017/12/14,3107,0.1,100,94
上海,SHA,延吉,YNJ,中国南方航空(集团)公司,CZ6552,虹桥国际机场,朝阳川机场,20:30,201711192030,0:40,201711200040,319,2017/11/19,2017/11/20,1795,0.2,280,274
上海,SHA,宜昌,YIH,上海航空公司,FM2692,虹桥国际机场,三峡机场,20:10,201711272010,21:50,201711272150,EMB,2017/11/27,2017/11/27,1989,0.17,290,287
上海,SHA,张家界,DYG,中国南方航空(集团)公司,CZ3928,浦东国际机场,张家界机场,22:35,201712232235,0:50,201712240050,320,2017/12/23,2017/12/24,2991,0.5,270,265
上海,SHA,长春,CGQ,中国南方航空(集团)公司,CZ6544,浦东国际机场,长春龙嘉国际机场,11:15,201712211115,13:40,201712211340,320,2017/12/21,2017/12/21,1861,0.2,170,162
上海,SHA,长春,CGQ,中国南方航空(集团)公司,CZ6542,浦东国际机场,长春龙嘉国际机场,17:50,201711091750,20:00,201711092000,320,2017/11/09,2017/11/09,2669,0.1,210,205
上海,SHA,长春,CGQ,中国南方航空(集团)公司,CZ6554,浦东国际机场,长春龙嘉国际机场,19:55,201711231955,22:15,201711232215,319,2017/11/23,2017/11/23,2428,0.2,160,155
上海,SHA,长沙,CSX,上海航空公司,FM5357,虹桥国际机场,黄花机场,8:00,201712180800,9:35,201712180935,M90,2017/12/18,2017/12/18,1903,0.2,100,94
上海,SHA,长沙,CSX,上海航空公司,FM5377,虹桥国际机场,黄花机场,9:50,201712040950,11:30,201712041130,M90,2017/12/04,2017/12/04,2292,0,150,141
上海,SHA,长沙,CSX,上海航空公司,FM5361,虹桥国际机场,黄花机场,13:00,201711261300,14:40,201711261440,M90,2017/11/26,2017/11/26,2370,0.1,220,214
上海,SHA,长沙,CSX,中国南方航空(集团)公司,CZ3968,虹桥国际机场,黄花机场,15:20,201712111520,17:05,201712111705,320,2017/12/11,2017/12/11,2725,0.1,130,122
上海,SHA,长沙,CSX,上海航空公司,FM5363,虹桥国际机场,黄花机场,16:35,201711101635,18:20,201711101820,737,2017/11/10,2017/11/10,3633,0.5,270,266
上海,SHA,长沙,CSX,上海航空公司,FM5359,虹桥国际机场,黄花机场,18:10,201712181810,19:45,201712181945,M90,2017/12/18,2017/12/18,3761,0.45,290,281
上海,SHA,长沙,CSX,中国南方航空(集团)公司,CZ3970,虹桥国际机场,黄花机场,20:10,201711222010,21:50,201711222150,320,2017/11/22,2017/11/22,3557,0.1,270,266
上海,SHA,长沙,CSX,中国国际航空公司,CA3145,浦东国际机场,黄花机场,12:10,201711301210,14:00,201711301400,738,2017/11/30,2017/11/30,3344,0.1,150,146
上海,SHA,郑州,CGO,上海航空公司,FM5395,虹桥国际机场,新郑机场,8:10,201712070810,9:45,201712070945,737,2017/12/07,2017/12/07,2280,0.1,160,152
上海,SHA,郑州,CGO,上海航空公司,FM5393,虹桥国际机场,新郑机场,9:55,201712160955,11:45,201712161145,737,2017/12/16,2017/12/16,2948,0.2,260,251
上海,SHA,郑州,CGO,中国南方航空(集团)公司,CZ3592,虹桥国际机场,新郑机场,11:05,201712191105,12:50,201712191250,738,2017/12/19,2017/12/19,2131,0.4,130,127
上海,SHA,郑州,CGO,上海航空公司,FM5383,虹桥国际机场,新郑机场,12:50,201712151250,14:35,201712151435,M90,2017/12/15,2017/12/15,1371,0.42,180,173
上海,SHA,郑州,CGO,上海航空公司,FM5385,虹桥国际机场,新郑机场,14:35,201712111435,16:15,201712111615,M90,2017/12/11,2017/12/11,1483,0.2,250,243
上海,SHA,郑州,CGO,中国南方航空(集团)公司,CZ3594,虹桥国际机场,新郑机场,15:20,201712081520,17:00,201712081700,738,2017/12/08,2017/12/08,3063,0.4,200,196
上海,SHA,郑州,CGO,上海航空公司,FM5391,虹桥国际机场,新郑机场,18:45,201712031845,20:30,201712032030,320,2017/12/03,2017/12/03,2778,0.2,220,211
上海,SHA,郑州,CGO,中国南方航空(集团)公司,CZ3598,虹桥国际机场,新郑机场,20:05,201711022005,21:40,201711022140,738,2017/11/02,2017/11/02,2139,0.2,160,155
上海,SHA,郑州,CGO,中国南方航空(集团)公司,CZ3948,浦东国际机场,新郑机场,18:25,201712291825,20:00,201712292000,733,2017/12/29,2017/12/29,2741,0.4,280,273
上海,SHA,珠海,ZUH,中国南方航空(集团)公司,CZ3752,浦东国际机场,三灶机场,11:55,201711211155,14:20,201711211420,73G,2017/11/21,2017/11/21,1747,0.4,170,161
上海,SHA,珠海,ZUH,中国南方航空(集团)公司,CZ3756,浦东国际机场,三灶机场,20:10,201711222010,22:50,201711222250,738,2017/11/22,2017/11/22,1885,0.22,160,156
沈阳,SHE,包头,BAV,中国南方航空(集团)公司,CZ6455,桃仙机场,包头机场,8:50,201711300850,10:30,201711301030,JET,2017/11/30,2017/11/30,3598,0.4,280,271
沈阳,SHE,北京,BJS,中国南方航空(集团)公司,CZ6101,桃仙机场,首都国际机场,8:00,201711040800,9:30,201711040930,319,2017/11/04,2017/11/04,1889,0.4,100,97
沈阳,SHE,北京,BJS,中国国际航空公司,CA1654,桃仙机场,首都国际机场,8:30,201712220830,9:55,201712220955,738,2017/12/22,2017/12/22,2697,0.05,260,253
沈阳,SHE,北京,BJS,中国国际航空公司,CA931,桃仙机场,首都国际机场,9:45,201712210945,11:00,201712211100,319,2017/12/21,2017/12/21,1979,0,240,237
沈阳,SHE,北京,BJS,中国南方航空(集团)公司,CZ6103,桃仙机场,首都国际机场,10:30,201710311030,11:55,201710311155,319,2017/10/31,2017/10/31,1908,0.2,100,93
沈阳,SHE,北京,BJS,中国国际航空公司,CA1652,桃仙机场,首都国际机场,11:00,201711021100,12:25,201711021225,738,2017/11/02,2017/11/02,1171,0.4,200,196
沈阳,SHE,北京,BJS,中国南方航空(集团)公司,CZ6111,桃仙机场,首都国际机场,12:30,201711151230,14:00,201711151400,319,2017/11/15,2017/11/15,3005,0.2,220,211
沈阳,SHE,北京,BJS,中国国际航空公司,CA1646,桃仙机场,首都国际机场,13:55,201711061355,15:20,201711061520,738,2017/11/06,2017/11/06,1212,0.1,160,156
沈阳,SHE,北京,BJS,中国南方航空(集团)公司,CZ6107,桃仙机场,首都国际机场,14:30,201712281430,16:00,201712281600,319,2017/12/28,2017/12/28,2976,0.2,280,276
沈阳,SHE,北京,BJS,中国南方航空(集团)公司,CZ6105,桃仙机场,首都国际机场,15:30,201711111530,17:00,201711111700,319,2017/11/11,2017/11/11,3058,0.2,270,260
沈阳,SHE,北京,BJS,中国国际航空公司,CA1658,桃仙机场,首都国际机场,16:05,201712191605,17:30,201712191730,JET,2017/12/19,2017/12/19,1874,0,120,115
沈阳,SHE,北京,BJS,中国国际航空公司,CA1656,桃仙机场,首都国际机场,17:10,201712121710,18:25,201712121825,738,2017/12/12,2017/12/12,2316,0.1,250,247
沈阳,SHE,北京,BJS,中国国际航空公司,CA1636,桃仙机场,首都国际机场,18:30,201712011830,19:55,201712011955,JET,2017/12/01,2017/12/01,3075,0.1,290,280
沈阳,SHE,北京,BJS,中国南方航空(集团)公司,CZ6109,桃仙机场,首都国际机场,19:00,201712151900,20:30,201712152030,319,2017/12/15,2017/12/15,3853,0.3,130,126
沈阳,SHE,北京,BJS,中国国际航空公司,CA1626,桃仙机场,首都国际机场,20:15,201711232015,21:40,201711232140,JET,2017/11/23,2017/11/23,1698,0.3,250,241
沈阳,SHE,北京,BJS,中国南方航空(集团)公司,CZ6115,桃仙机场,首都国际机场,20:30,201712152030,22:00,201712152200,319,2017/12/15,2017/12/15,3021,0.11,230,222
沈阳,SHE,成都,CTU,中国南方航空(集团)公司,CZ6455,桃仙机场,双流国际机场,8:50,201711100850,13:40,201711101340,JET,2017/11/10,2017/11/10,1432,0.4,260,253
沈阳,SHE,成都,CTU,中国南方航空(集团)公司,CZ6409,桃仙机场,双流国际机场,8:50,201711250850,13:40,201711251340,M90,2017/11/25,2017/11/25,3501,0.2,120,110
沈阳,SHE,成都,CTU,中国国际航空公司,CA4186,桃仙机场,双流国际机场,11:35,201712261135,15:10,201712261510,319,2017/12/26,2017/12/26,2509,0.3,100,94
沈阳,SHE,成都,CTU,四川航空股份有限公司,3U8862,桃仙机场,双流国际机场,13:30,201711241330,18:10,201711241810,319,2017/11/24,2017/11/24,2821,0.43,300,294
沈阳,SHE,成都,CTU,鹰联航空公司,EU2710,桃仙机场,双流国际机场,15:15,201712101515,20:15,201712102015,319,2017/12/10,2017/12/10,2997,0,200,194
沈阳,SHE,成都,CTU,四川航空股份有限公司,3U9710,桃仙机场,双流国际机场,15:15,201712101515,20:15,201712102015,319,2017/12/10,2017/12/10,1704,0.2,270,263
沈阳,SHE,成都,CTU,中国南方航空(集团)公司,CZ6401,桃仙机场,双流国际机场,18:00,201712231800,22:45,201712232245,M90,2017/12/23,2017/12/23,2939,0.4,150,142
沈阳,SHE,重庆,CKG,中国南方航空(集团)公司,CZ6403,桃仙机场,江北国际机场,10:50,201712231050,14:10,201712231410,321,2017/12/23,2017/12/23,2825,0.3,230,227
沈阳,SHE,大连,DLC,中国南方航空(集团)公司,CZ6622,桃仙机场,周水子机场,22:30,201711012230,23:20,201711012320,319,2017/11/01,2017/11/01,2027,0.3,190,184
沈阳,SHE,福州,FOC,中国南方航空(集团)公司,CZ6519,桃仙机场,长乐机场,14:00,201711201400,18:15,201711201815,M90,2017/11/20,2017/11/20,1707,0.5,260,250
沈阳,SHE,广州,CAN,中国南方航空(集团)公司,CZ6301,桃仙机场,新白云国际机场,8:30,201712010830,13:55,201712011355,321,2017/12/01,2017/12/01,1539,0.2,210,201
沈阳,SHE,广州,CAN,中国南方航空(集团)公司,CZ351,桃仙机场,新白云国际机场,14:20,201712271420,18:10,201712271810,321,2017/12/27,2017/12/27,2803,0.3,250,245
沈阳,SHE,广州,CAN,中国南方航空(集团)公司,CZ6315,桃仙机场,新白云国际机场,17:30,201712301730,21:15,201712302115,321,2017/12/30,2017/12/30,1986,0.5,170,162
沈阳,SHE,贵阳,KWE,四川航空股份有限公司,3U3233,桃仙机场,龙洞堡机场,8:10,201712180810,13:10,201712181310,EMB,2017/12/18,2017/12/18,3558,0.1,130,122
沈阳,SHE,贵阳,KWE,中国南方航空(集团)公司,CZ6451,桃仙机场,龙洞堡机场,9:00,201712220900,14:00,201712221400,M90,2017/12/22,2017/12/22,2546,0.1,150,145
沈阳,SHE,桂林,KWL,中国南方航空(集团)公司,CZ6453,桃仙机场,两江国际机场,9:00,201711080900,13:50,201711081350,JET,2017/11/08,2017/11/08,1997,0,260,255
沈阳,SHE,哈尔滨,HRB,中国南方航空(集团)公司,CZ6761,桃仙机场,太平机场,14:00,201711081400,15:00,201711081500,321,2017/11/08,2017/11/08,1585,0.4,210,202
沈阳,SHE,哈尔滨,HRB,中国南方航空(集团)公司,CZ632,桃仙机场,太平机场,16:30,201711111630,17:30,201711111730,320,2017/11/11,2017/11/11,3214,0.3,120,112
沈阳,SHE,哈尔滨,HRB,中国南方航空(集团)公司,CZ6310,桃仙机场,太平机场,20:10,201711062010,21:10,201711062110,M90,2017/11/06,2017/11/06,1864,0.12,130,120
沈阳,SHE,海口,HAK,中国南方航空(集团)公司,CZ6517,桃仙机场,美兰机场,9:30,201712220930,15:20,201712221520,321,2017/12/22,2017/12/22,1753,0.1,230,226
沈阳,SHE,海口,HAK,中国国际航空公司,CA4638,桃仙机场,美兰机场,14:00,201712241400,19:50,201712241950,738,2017/12/24,2017/12/24,2163,0.39,140,136
沈阳,SHE,杭州,HGH,中国南方航空(集团)公司,CZ6483,桃仙机场,萧山国际机场,9:05,201712100905,11:20,201712101120,319,2017/12/10,2017/12/10,2337,0.3,300,294
沈阳,SHE,杭州,HGH,中国南方航空(集团)公司,CZ6519,桃仙机场,萧山国际机场,14:00,201711251400,16:10,201711251610,M90,2017/11/25,2017/11/25,1377,0.2,190,186
沈阳,SHE,合肥,HFE,四川航空股份有限公司,3U3217,桃仙机场,骆岗机场,13:40,201711101340,15:55,201711101555,319,2017/11/10,2017/11/10,3541,0.3,240,235
沈阳,SHE,合肥,HFE,中国南方航空(集团)公司,CZ3130,桃仙机场,骆岗机场,17:25,201711291725,19:40,201711291940,320,2017/11/29,2017/11/29,2119,0,240,237
沈阳,SHE,呼和浩特,HET,中国南方航空(集团)公司,CZ6415,桃仙机场,白塔机场,18:30,201712061830,20:20,201712062020,319,2017/12/06,2017/12/06,2259,0,100,96
沈阳,SHE,济南,TNA,中国南方航空(集团)公司,CZ3622,桃仙机场,遥墙机场,12:30,201711181230,14:00,201711181400,738,2017/11/18,2017/11/18,2299,0.1,100,95
沈阳,SHE,济南,TNA,海航集团祥鹏航空公司,8L9942,桃仙机场,遥墙机场,17:30,201712191730,19:10,201712191910,737,2017/12/19,2017/12/19,1871,0,120,115
沈阳,SHE,济宁,JNG,鹰联航空公司,EU2710,桃仙机场,济宁曲阜机场,15:15,201711111515,17:05,201711111705,319,2017/11/11,2017/11/11,3023,0.4,250,240
沈阳,SHE,济宁,JNG,四川航空股份有限公司,3U9710,桃仙机场,济宁曲阜机场,15:15,201711081515,17:05,201711081705,319,2017/11/08,2017/11/08,3564,0.2,240,235
沈阳,SHE,昆明,KMG,中国南方航空(集团)公司,CZ6403,桃仙机场,巫家坝国际机场,10:50,201712071050,16:10,201712071610,321,2017/12/07,2017/12/07,1551,0.1,170,162
沈阳,SHE,昆明,KMG,海航集团祥鹏航空公司,8L9942,桃仙机场,巫家坝国际机场,17:30,201712211730,23:00,201712212300,737,2017/12/21,2017/12/21,1761,0,240,233
沈阳,SHE,昆明,KMG,中国南方航空(集团)公司,CZ6417,桃仙机场,巫家坝国际机场,18:30,201711291830,23:50,201711292350,319,2017/11/29,2017/11/29,3555,0.4,100,93
沈阳,SHE,昆明,KMG,中国南方航空(集团)公司,CZ6415,桃仙机场,巫家坝国际机场,18:30,201711091830,23:55,201711092355,319,2017/11/09,2017/11/09,2342,0.4,220,217
沈阳,SHE,兰州,LHW,中国南方航空(集团)公司,CZ6491,桃仙机场,中川机场,9:20,201711220920,12:00,201711221200,319,2017/11/22,2017/11/22,1270,0.39,230,222
沈阳,SHE,连云港,LYG,四川航空股份有限公司,3U3213,桃仙机场,白塔阜机场,13:40,201711231340,15:25,201711231525,EMB,2017/11/23,2017/11/23,3559,0,280,275
沈阳,SHE,南昌,KHN,中国南方航空(集团)公司,CZ6581,桃仙机场,昌北机场,14:30,201711191430,18:25,201711191825,M90,2017/11/19,2017/11/19,1648,0.46,150,142
沈阳,SHE,南京,NKG,中国南方航空(集团)公司,CZ6453,桃仙机场,禄口国际机场,9:00,201712190900,11:05,201712191105,JET,2017/12/19,2017/12/19,3030,0.5,220,214
沈阳,SHE,南京,NKG,中国南方航空(集团)公司,CZ6451,桃仙机场,禄口国际机场,9:00,201712240900,11:05,201712241105,M90,2017/12/24,2017/12/24,3372,0,150,144
沈阳,SHE,南京,NKG,中国南方航空(集团)公司,CZ6581,桃仙机场,禄口国际机场,14:30,201711301430,16:30,201711301630,M90,2017/11/30,2017/11/30,1637,0.1,260,253
沈阳,SHE,南京,NKG,中国南方航空(集团)公司,CZ3660,桃仙机场,禄口国际机场,18:50,201712231850,20:50,201712232050,320,2017/12/23,2017/12/23,2886,0.4,130,124
沈阳,SHE,南通,NTG,四川航空股份有限公司,3U3211,桃仙机场,兴东机场,9:05,201711140905,11:30,201711141130,EMB,2017/11/14,2017/11/14,3582,0.4,140,137
沈阳,SHE,宁波,NGB,中国南方航空(集团)公司,CZ6762,桃仙机场,栎社机场,18:00,201711291800,20:15,201711292015,321,2017/11/29,2017/11/29,2210,0.2,190,185
沈阳,SHE,青岛,TAO,中国南方航空(集团)公司,CZ6311,桃仙机场,流亭机场,8:30,201711190830,9:50,201711190950,321,2017/11/19,2017/11/19,2134,0.3,270,260
沈阳,SHE,青岛,TAO,中国南方航空(集团)公司,CZ3984,桃仙机场,流亭机场,13:25,201711211325,14:40,201711211440,320,2017/11/21,2017/11/21,1495,0.27,110,106
沈阳,SHE,青岛,TAO,中国国际航空公司,CA4638,桃仙机场,流亭机场,14:00,201712291400,15:20,201712291520,738,2017/12/29,2017/12/29,2647,0.3,240,235
沈阳,SHE,青岛,TAO,中国国际航空公司,CA4990,桃仙机场,流亭机场,16:10,201712091610,17:30,201712091730,738,2017/12/09,2017/12/09,3045,0.1,120,111
沈阳,SHE,三亚,SYX,中国南方航空(集团)公司,CZ6483,桃仙机场,凤凰国际机场,9:05,201712280905,14:50,201712281450,319,2017/12/28,2017/12/28,2513,0.1,270,266
沈阳,SHE,三亚,SYX,中国南方航空(集团)公司,CZ6477,桃仙机场,凤凰国际机场,10:30,201711181030,16:40,201711181640,319,2017/11/18,2017/11/18,3082,0.2,110,105
沈阳,SHE,三亚,SYX,中国南方航空(集团)公司,CZ6762,桃仙机场,凤凰国际机场,18:00,201711201800,23:50,201711202350,321,2017/11/20,2017/11/20,2612,0.1,280,272
沈阳,SHE,厦门,XMN,四川航空股份有限公司,3U3211,桃仙机场,高崎国际机场,9:05,201711160905,14:00,201711161400,EMB,2017/11/16,2017/11/16,2777,0.3,150,147
沈阳,SHE,厦门,XMN,中国南方航空(集团)公司,CZ6517,桃仙机场,高崎国际机场,9:30,201712230930,12:40,201712231240,321,2017/12/23,2017/12/23,2103,0.4,260,250
沈阳,SHE,厦门,XMN,中国国际航空公司,CA4990,桃仙机场,高崎国际机场,16:10,201711071610,20:40,201711072040,738,2017/11/07,2017/11/07,2499,0,180,170
沈阳,SHE,上海,SHA,中国南方航空(集团)公司,CZ6503,桃仙机场,浦东国际机场,8:15,201712220815,10:15,201712221015,JET,2017/12/22,2017/12/22,2539,0.48,110,103
沈阳,SHE,上海,SHA,中国南方航空(集团)公司,CZ6507,桃仙机场,浦东国际机场,12:00,201711101200,14:05,201711101405,M90,2017/11/10,2017/11/10,2075,0.3,130,121
沈阳,SHE,上海,SHA,中国南方航空(集团)公司,CZ6501,桃仙机场,浦东国际机场,15:10,201712021510,17:10,201712021710,321,2017/12/02,2017/12/02,2791,0.2,290,287
沈阳,SHE,上海,SHA,中国国际航空公司,CA3132,桃仙机场,浦东国际机场,18:50,201712011850,20:50,201712012050,738,2017/12/01,2017/12/01,2795,0.42,280,273
沈阳,SHE,上海,SHA,中国南方航空(集团)公司,CZ6505,桃仙机场,浦东国际机场,19:50,201712281950,21:25,201712282125,M90,2017/12/28,2017/12/28,1557,0.3,120,113
沈阳,SHE,深圳,SZX,中国南方航空(集团)公司,CZ6311,桃仙机场,宝安国际机场,8:30,201711290830,13:25,201711291325,321,2017/11/29,2017/11/29,3837,0.3,170,164
沈阳,SHE,深圳,SZX,中国南方航空(集团)公司,CZ6309,桃仙机场,宝安国际机场,10:50,201712181050,14:55,201712181455,M90,2017/12/18,2017/12/18,3144,0.5,150,144
沈阳,SHE,深圳,SZX,中国南方航空(集团)公司,CZ6303,桃仙机场,宝安国际机场,14:05,201712221405,18:05,201712221805,JET,2017/12/22,2017/12/22,3429,0.4,190,187
沈阳,SHE,太原,TYN,中国南方航空(集团)公司,CZ6469,桃仙机场,太原武宿机场,8:20,201712130820,10:00,201712131000,JET,2017/12/13,2017/12/13,1189,0,150,144
沈阳,SHE,太原,TYN,中国南方航空(集团)公司,CZ6234,桃仙机场,太原武宿机场,18:40,201712201840,20:00,201712202000,738,2017/12/20,2017/12/20,2426,0.2,120,115
沈阳,SHE,天津,TSN,四川航空股份有限公司,3U8862,桃仙机场,滨海国际机场,13:30,201711031330,14:50,201711031450,319,2017/11/03,2017/11/03,1978,0.2,150,143
沈阳,SHE,威海,WEH,四川航空股份有限公司,3U3215,桃仙机场,大水泊机场,9:10,201712120910,10:15,201712121015,EMB,2017/12/12,2017/12/12,1484,0.5,210,206
沈阳,SHE,温州,WNZ,中国南方航空(集团)公司,CZ6301,桃仙机场,永强机场,8:30,201712200830,11:10,201712201110,321,2017/12/20,2017/12/20,1357,0.3,110,100
沈阳,SHE,温州,WNZ,四川航空股份有限公司,3U3225,桃仙机场,永强机场,13:45,201712301345,17:55,201712301755,EMB,2017/12/30,2017/12/30,3614,0.28,230,227
沈阳,SHE,乌鲁木齐,URC,中国南方航空(集团)公司,CZ6491,桃仙机场,地窝堡国际机场,9:20,201712050920,15:30,201712051530,319,2017/12/05,2017/12/05,2664,0.5,280,270
沈阳,SHE,武汉,WUH,中国南方航空(集团)公司,CZ3622,桃仙机场,天河机场,12:30,201711081230,16:05,201711081605,738,2017/11/08,2017/11/08,1792,0.3,300,296
沈阳,SHE,武汉,WUH,中国南方航空(集团)公司,CZ6234,桃仙机场,天河机场,18:40,201712221840,22:10,201712222210,738,2017/12/22,2017/12/22,1859,0,260,251
沈阳,SHE,西安,SIA,中国南方航空(集团)公司,CZ6469,桃仙机场,咸阳机场,8:20,201712080820,11:45,201712081145,JET,2017/12/08,2017/12/08,2459,0.2,240,232
沈阳,SHE,西安,SIA,中国南方航空(集团)公司,CZ6401,桃仙机场,咸阳机场,18:00,201712041800,20:30,201712042030,M90,2017/12/04,2017/12/04,2973,0.36,280,277
沈阳,SHE,徐州,XUZ,四川航空股份有限公司,3U3233,桃仙机场,观音机场,8:10,201711120810,10:05,201711121005,EMB,2017/11/12,2017/11/12,1774,0.1,140,137
沈阳,SHE,徐州,XUZ,四川航空股份有限公司,3U3225,桃仙机场,观音机场,13:45,201712291345,15:40,201712291540,EMB,2017/12/29,2017/12/29,2004,0.3,150,140
沈阳,SHE,烟台,YNT,中国南方航空(集团)公司,CZ6409,桃仙机场,莱山机场,8:50,201711030850,9:40,201711030940,M90,2017/11/03,2017/11/03,1261,0.18,170,166
沈阳,SHE,延吉,YNJ,中国南方航空(集团)公司,CZ6621,桃仙机场,朝阳川机场,19:00,201712041900,20:00,201712042000,319,2017/12/04,2017/12/04,2402,0.4,110,102
沈阳,SHE,张家界,DYG,中国南方航空(集团)公司,CZ3984,桃仙机场,张家界机场,13:25,201712151325,19:20,201712151920,320,2017/12/15,2017/12/15,1989,0,210,206
沈阳,SHE,长沙,CSX,中国南方航空(集团)公司,CZ3984,桃仙机场,黄花机场,13:25,201712171325,17:45,201712171745,320,2017/12/17,2017/12/17,2983,0.3,110,101
沈阳,SHE,长沙,CSX,中国南方航空(集团)公司,CZ3130,桃仙机场,黄花机场,17:25,201711261725,21:50,201711262150,320,2017/11/26,2017/11/26,2789,0,230,224
沈阳,SHE,长沙,CSX,中国南方航空(集团)公司,CZ3660,桃仙机场,黄花机场,18:50,201711141850,23:10,201711142310,320,2017/11/14,2017/11/14,2107,0.2,130,125
西安,SIA,北京,BJS,中国南方航空(集团)公司,CZ5023,咸阳机场,首都国际机场,8:00,201711100800,9:40,201711100940,JET,2017/11/10,2017/11/10,3287,0.2,230,221
西安,SIA,北京,BJS,中国国际航空公司,CA1206,咸阳机场,首都国际机场,8:25,201711110825,10:20,201711111020,321,2017/11/11,2017/11/11,1959,0.1,120,110
西安,SIA,北京,BJS,中国南方航空(集团)公司,CZ5019,咸阳机场,首都国际机场,9:30,201712150930,11:15,201712151115,320,2017/12/15,2017/12/15,3058,0,270,261
西安,SIA,北京,BJS,中国南方航空(集团)公司,CZ5033,咸阳机场,首都国际机场,10:40,201712201040,12:30,201712201230,JET,2017/12/20,2017/12/20,1736,0.5,100,94
西安,SIA,北京,BJS,中国国际航空公司,CA1232,咸阳机场,首都国际机场,11:20,201711041120,13:00,201711041300,321,2017/11/04,2017/11/04,3158,0.2,240,234
西安,SIA,北京,BJS,中国国际航空公司,CA1210,咸阳机场,首都国际机场,13:30,201712191330,15:20,201712191520,JET,2017/12/19,2017/12/19,1779,0.4,180,176
西安,SIA,北京,BJS,中国南方航空(集团)公司,CZ5021,咸阳机场,首都国际机场,14:10,201711211410,15:55,201711211555,320,2017/11/21,2017/11/21,3605,0.2,140,130
西安,SIA,北京,BJS,中国国际航空公司,CA1224,咸阳机场,首都国际机场,15:30,201712301530,17:15,201712301715,738,2017/12/30,2017/12/30,1677,0.48,260,255
西安,SIA,北京,BJS,中国南方航空(集团)公司,CZ5037,咸阳机场,首都国际机场,16:15,201712271615,18:00,201712271800,JET,2017/12/27,2017/12/27,2955,0.4,100,90
西安,SIA,北京,BJS,中国国际航空公司,CA1204,咸阳机场,首都国际机场,16:25,201712301625,18:25,201712301825,738,2017/12/30,2017/12/30,2077,0.2,120,117
西安,SIA,北京,BJS,中国南方航空(集团)公司,CZ5017,咸阳机场,首都国际机场,17:10,201712071710,18:50,201712071850,320,2017/12/07,2017/12/07,2052,0.38,150,142
西安,SIA,北京,BJS,中国国际航空公司,CA1202,咸阳机场,首都国际机场,17:25,201712281725,19:20,201712281920,738,2017/12/28,2017/12/28,2309,0.1,210,203
西安,SIA,北京,BJS,中国国际航空公司,CA1236,咸阳机场,首都国际机场,19:35,201711291935,21:30,201711292130,763,2017/11/29,2017/11/29,3687,0.5,290,280
西安,SIA,北京,BJS,中国南方航空(集团)公司,CZ5035,咸阳机场,首都国际机场,20:40,201712272040,22:10,201712272210,333,2017/12/27,2017/12/27,3078,0.3,200,197
西安,SIA,北京,BJS,中国国际航空公司,CA1212,咸阳机场,首都国际机场,21:30,201712082130,23:20,201712082320,JET,2017/12/08,2017/12/08,1849,0.3,280,275
西安,SIA,成都,CTU,四川航空股份有限公司,3U8802,咸阳机场,双流国际机场,9:35,201711170935,10:50,201711171050,321,2017/11/17,2017/11/17,2391,0.4,270,263
西安,SIA,成都,CTU,中国南方航空(集团)公司,CZ6433,咸阳机场,双流国际机场,11:00,201711261100,11:55,201711261155,321,2017/11/26,2017/11/26,3418,0,210,201
